	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
15420	42	technician	married	tertiary	no	849	no	no	cellular	13	aug	403	2	-1	0	unknown	no
8161	53	services	married	primary	no	574	yes	no	unknown	20	may	121	2	-1	0	unknown	no
33725	34	blue-collar	single	secondary	no	1698	yes	no	unknown	27	may	39	7	-1	0	unknown	no
7530	34	self-employed	married	tertiary	no	191	no	no	cellular	8	jul	59	1	-1	0	unknown	no
12804	33	services	single	secondary	no	192	no	no	cellular	24	jul	255	1	-1	0	unknown	no
23870	51	housemaid	married	primary	no	1521	no	no	unknown	6	jun	24	1	-1	0	unknown	no
13379	48	management	married	tertiary	no	11	yes	no	cellular	21	aug	102	9	-1	0	unknown	no
13975	45	entrepreneur	married	tertiary	no	0	yes	no	cellular	29	jul	100	3	-1	0	unknown	no
30036	30	technician	married	secondary	no	26	no	no	cellular	20	aug	55	2	-1	0	unknown	no
8578	41	technician	married	secondary	no	476	yes	yes	cellular	18	nov	132	1	-1	0	unknown	no
39636	56	housemaid	married	tertiary	no	1922	yes	no	cellular	24	jul	247	2	-1	0	unknown	no
33091	34	management	married	tertiary	no	934	yes	no	cellular	16	apr	76	3	-1	0	unknown	no
7442	46	management	married	tertiary	no	74	yes	no	cellular	7	jul	15	11	-1	0	unknown	no
17658	35	entrepreneur	married	secondary	no	2008	no	no	unknown	4	jun	178	6	-1	0	unknown	no
17642	29	management	single	tertiary	no	1808	no	no	cellular	7	jul	273	2	433	1	success	yes
9939	37	management	married	secondary	no	565	no	no	cellular	6	aug	174	1	93	3	failure	yes
44296	30	self-employed	married	secondary	no	8563	yes	no	cellular	12	may	109	1	351	4	other	no
9474	47	technician	married	tertiary	no	1430	yes	no	cellular	24	jul	120	11	-1	0	unknown	no
9239	50	services	married	secondary	no	26394	no	no	cellular	25	aug	206	4	-1	0	unknown	no
41646	39	management	married	secondary	no	2198	no	no	unknown	16	jun	418	1	-1	0	unknown	no
73	42	management	married	tertiary	no	187	no	no	cellular	11	aug	64	1	-1	0	unknown	no
8005	35	blue-collar	married	secondary	no	1290	yes	no	cellular	24	jul	211	1	-1	0	unknown	no
23124	32	blue-collar	married	primary	no	217	yes	no	unknown	16	may	169	3	-1	0	unknown	no
11972	57	retired	married	primary	no	6969	no	no	cellular	19	nov	152	2	-1	0	unknown	no
44846	26	services	married	secondary	yes	27	yes	no	telephone	15	jul	49	3	-1	0	unknown	no
3362	64	retired	married	secondary	no	1612	no	no	cellular	18	feb	362	1	183	4	failure	no
2531	57	blue-collar	married	secondary	no	649	yes	no	cellular	18	nov	122	1	-1	0	unknown	no
35643	66	management	married	secondary	no	587	no	no	cellular	12	may	457	2	392	2	success	yes
10579	29	services	single	secondary	no	229	yes	no	cellular	17	apr	273	2	343	1	failure	no
21233	32	unemployed	single	primary	yes	0	no	no	cellular	21	nov	149	1	-1	0	unknown	no
9884	51	admin.	married	secondary	no	1204	no	no	cellular	29	mar	317	4	-1	0	unknown	no
12418	47	services	married	secondary	no	543	yes	no	unknown	15	may	141	1	-1	0	unknown	no
27092	60	housemaid	married	primary	no	1163	no	no	cellular	30	apr	470	8	-1	0	unknown	yes
27129	65	retired	married	primary	no	1004	no	no	cellular	28	oct	371	1	-1	0	unknown	yes
33407	41	technician	single	secondary	no	631	no	no	telephone	4	jun	111	3	-1	0	unknown	no
16648	50	blue-collar	married	unknown	no	0	no	no	unknown	16	jun	599	3	-1	0	unknown	no
27329	39	blue-collar	married	unknown	no	157	yes	no	unknown	30	may	99	6	-1	0	unknown	no
3039	49	blue-collar	married	unknown	no	154	yes	no	unknown	5	may	357	1	-1	0	unknown	no
30448	35	technician	single	secondary	no	-196	yes	no	cellular	18	may	45	2	-1	0	unknown	no
1055	35	unemployed	married	secondary	no	194	yes	no	cellular	12	may	192	3	-1	0	unknown	no
27255	40	technician	single	secondary	no	572	no	no	cellular	20	nov	67	1	91	2	failure	no
8026	37	blue-collar	married	primary	no	152	yes	no	cellular	17	apr	252	2	-1	0	unknown	no
43797	39	unemployed	single	tertiary	no	79	no	no	cellular	2	jun	369	1	-1	0	unknown	no
34065	61	admin.	married	unknown	no	1088	yes	no	cellular	20	may	254	1	359	1	failure	no
11132	55	retired	married	secondary	no	1279	yes	no	cellular	13	may	446	3	357	8	other	no
13699	32	admin.	married	secondary	no	0	yes	no	cellular	21	jul	229	1	-1	0	unknown	no
20083	30	admin.	single	tertiary	no	2351	no	yes	cellular	28	jul	91	13	-1	0	unknown	no
42783	36	blue-collar	married	secondary	no	1563	no	no	cellular	29	jul	449	2	-1	0	unknown	no
10365	32	blue-collar	married	secondary	no	316	yes	no	cellular	9	feb	14	4	-1	0	unknown	no
44268	33	management	married	tertiary	no	296	no	no	cellular	16	jul	90	2	-1	0	unknown	no
17509	53	entrepreneur	married	tertiary	no	54	yes	yes	cellular	6	may	123	1	169	1	failure	no
44702	46	technician	divorced	secondary	no	225	no	no	cellular	6	aug	530	5	-1	0	unknown	no
12124	48	blue-collar	single	primary	no	244	yes	no	cellular	15	may	54	5	-1	0	unknown	no
22709	33	services	single	secondary	no	-530	yes	yes	telephone	11	may	168	5	-1	0	unknown	no
20291	31	admin.	single	tertiary	no	355	yes	no	cellular	12	may	609	1	-1	0	unknown	yes
17535	27	services	single	secondary	no	54	yes	no	unknown	28	may	543	2	-1	0	unknown	yes
1256	53	blue-collar	married	primary	no	751	yes	no	cellular	3	feb	1528	2	-1	0	unknown	yes
288	33	admin.	single	secondary	no	585	yes	no	cellular	21	jul	147	5	-1	0	unknown	no
22561	36	technician	married	tertiary	no	-290	yes	yes	cellular	29	jan	150	1	189	3	failure	no
33379	36	services	divorced	tertiary	no	58	yes	no	cellular	28	jul	29	13	-1	0	unknown	no
3086	59	blue-collar	married	primary	no	6271	yes	no	cellular	25	aug	102	5	-1	0	unknown	no
35649	44	blue-collar	married	primary	no	-89	no	yes	cellular	23	jul	187	4	-1	0	unknown	no
40305	26	admin.	single	secondary	no	1099	no	no	cellular	15	jan	99	2	225	13	other	no
1138	28	admin.	married	secondary	no	22171	yes	no	unknown	28	may	85	3	-1	0	unknown	no
32179	34	entrepreneur	married	primary	no	165	yes	no	cellular	17	apr	182	2	329	1	failure	no
27828	41	blue-collar	married	secondary	no	97	no	yes	cellular	8	jul	212	2	-1	0	unknown	no
4521	38	admin.	married	secondary	no	755	yes	no	cellular	17	feb	120	1	-1	0	unknown	yes
10521	59	unemployed	divorced	secondary	no	7469	no	no	cellular	22	feb	287	1	130	1	failure	no
30718	48	blue-collar	married	secondary	no	113	yes	no	cellular	16	apr	255	2	318	5	other	no
21746	47	blue-collar	divorced	primary	no	603	yes	yes	cellular	8	may	1080	1	-1	0	unknown	yes
2639	28	admin.	single	secondary	no	428	yes	yes	unknown	27	may	99	2	-1	0	unknown	no
40412	53	management	married	tertiary	no	0	no	no	cellular	11	aug	608	2	-1	0	unknown	yes
2256	73	management	married	secondary	no	683	no	no	telephone	11	aug	181	1	-1	0	unknown	no
13513	30	blue-collar	married	primary	no	1023	yes	no	unknown	21	may	168	3	-1	0	unknown	no
15240	34	blue-collar	married	secondary	no	2139	yes	no	cellular	15	may	1452	1	-1	0	unknown	no
40080	43	management	divorced	tertiary	no	388	yes	no	unknown	8	may	2087	2	-1	0	unknown	yes
15866	45	blue-collar	married	primary	no	185	no	no	cellular	25	aug	78	4	-1	0	unknown	no
26636	35	self-employed	married	secondary	no	573	yes	yes	cellular	22	aug	140	8	-1	0	unknown	no
44184	43	technician	divorced	secondary	no	0	yes	no	cellular	5	may	150	2	342	2	failure	no
10666	30	admin.	married	secondary	no	685	yes	no	unknown	20	jun	25	3	-1	0	unknown	no
3523	54	blue-collar	married	secondary	no	506	yes	no	cellular	6	aug	126	2	-1	0	unknown	no
8097	40	management	single	tertiary	no	1393	yes	no	unknown	21	may	20	8	-1	0	unknown	no
32124	28	services	single	secondary	no	40	yes	no	unknown	28	may	313	2	-1	0	unknown	no
28726	45	admin.	divorced	secondary	no	984	yes	no	unknown	8	may	298	5	-1	0	unknown	no
30602	39	management	divorced	tertiary	no	4692	yes	no	telephone	19	nov	214	2	174	2	success	no
34940	33	management	single	tertiary	no	215	yes	no	cellular	28	jan	144	1	-1	0	unknown	no
44976	57	retired	married	secondary	no	939	no	yes	telephone	29	jan	267	2	-1	0	unknown	no
28581	31	services	married	secondary	no	418	yes	yes	cellular	9	jul	219	1	-1	0	unknown	no
41955	41	admin.	married	primary	no	1316	yes	no	cellular	30	apr	127	3	-1	0	unknown	no
25849	44	admin.	single	secondary	no	89	yes	yes	cellular	8	may	164	1	-1	0	unknown	no
22862	55	housemaid	divorced	unknown	no	603	no	no	telephone	31	jul	91	2	-1	0	unknown	no
6673	27	technician	single	secondary	no	598	yes	no	cellular	18	may	309	2	-1	0	unknown	no
325	37	unemployed	married	secondary	no	86	no	no	cellular	29	jan	1424	1	-1	0	unknown	no
15120	49	technician	married	tertiary	no	0	no	yes	cellular	28	jul	67	5	252	1	failure	no
23715	55	unemployed	divorced	secondary	no	309	no	no	cellular	20	apr	167	1	181	3	success	yes
39512	42	admin.	divorced	secondary	no	527	no	yes	cellular	20	apr	112	1	-1	0	unknown	yes
4062	49	blue-collar	married	primary	no	-165	yes	no	cellular	20	aug	129	4	-1	0	unknown	no
38524	30	management	single	tertiary	no	254	no	no	cellular	21	aug	202	1	-1	0	unknown	no
7266	31	management	married	tertiary	no	351	no	no	cellular	21	aug	165	3	-1	0	unknown	no
5507	36	management	married	tertiary	no	1355	yes	no	unknown	20	jun	256	8	-1	0	unknown	no
390	59	unemployed	married	secondary	no	309	no	no	cellular	28	jan	300	1	-1	0	unknown	no
13139	56	admin.	married	secondary	no	382	no	no	cellular	20	apr	275	1	-1	0	unknown	no
22429	37	services	single	secondary	no	1045	no	no	cellular	4	jun	106	1	79	3	success	no
24969	35	management	single	tertiary	no	863	no	no	cellular	11	aug	481	2	-1	0	unknown	no
25015	30	management	married	tertiary	no	101	yes	no	cellular	17	nov	348	1	123	1	failure	no
37606	32	services	married	secondary	no	983	yes	no	cellular	10	jul	121	1	-1	0	unknown	no
30835	36	management	single	tertiary	no	2239	yes	yes	unknown	30	jun	93	3	-1	0	unknown	no
40779	39	technician	married	secondary	no	-184	no	yes	unknown	17	jun	185	3	-1	0	unknown	no
14818	28	entrepreneur	married	secondary	no	490	yes	no	cellular	17	apr	728	1	316	3	other	no
4417	26	unemployed	married	tertiary	no	454	yes	yes	unknown	23	may	28	18	-1	0	unknown	no
28197	34	technician	single	tertiary	no	362	yes	no	cellular	21	nov	15	2	-1	0	unknown	no
24027	28	technician	single	tertiary	no	4253	yes	no	cellular	4	feb	336	6	-1	0	unknown	no
36879	20	student	single	unknown	no	801	no	no	cellular	11	nov	244	2	-1	0	unknown	yes
4221	42	management	divorced	tertiary	no	0	no	no	cellular	1	jun	450	1	196	1	failure	no
21989	51	management	single	tertiary	no	6503	no	no	telephone	21	nov	178	5	-1	0	unknown	no
6735	32	blue-collar	married	primary	no	233	yes	no	cellular	15	may	391	2	-1	0	unknown	no
43596	57	management	divorced	unknown	no	0	no	no	unknown	13	may	95	1	-1	0	unknown	no
39260	46	technician	married	tertiary	no	591	no	no	cellular	20	aug	50	3	-1	0	unknown	no
20147	42	admin.	single	secondary	no	664	yes	no	cellular	13	may	113	1	-1	0	unknown	no
11557	66	retired	married	unknown	no	2540	no	no	telephone	10	dec	441	2	156	1	other	yes
6650	34	services	single	secondary	no	528	yes	no	cellular	2	sep	121	3	100	5	other	yes
39513	33	blue-collar	single	secondary	no	109	yes	yes	cellular	10	jul	184	3	-1	0	unknown	no
40124	56	services	divorced	unknown	no	1877	yes	no	unknown	30	may	86	1	-1	0	unknown	no
668	32	technician	married	secondary	no	-1	no	no	cellular	14	aug	153	6	-1	0	unknown	no
33005	27	unemployed	single	secondary	no	1972	no	no	cellular	6	apr	97	1	-1	0	unknown	no
7833	31	technician	divorced	secondary	no	0	no	no	cellular	29	jan	138	2	164	4	other	no
16343	36	housemaid	single	secondary	no	1015	yes	no	cellular	18	may	1008	1	347	2	success	yes
23484	51	blue-collar	married	primary	no	2095	yes	yes	cellular	2	feb	438	4	-1	0	unknown	no
44168	32	admin.	single	secondary	no	708	no	no	unknown	9	may	109	1	-1	0	unknown	no
6510	56	blue-collar	married	primary	no	136	no	no	cellular	4	aug	270	1	-1	0	unknown	no
44552	47	management	married	tertiary	no	2820	no	no	unknown	20	jun	92	3	-1	0	unknown	no
19415	53	blue-collar	married	primary	no	238	yes	no	cellular	11	may	238	2	361	5	failure	no
4505	31	management	married	tertiary	no	1514	no	no	cellular	12	aug	284	2	-1	0	unknown	no
469	59	management	married	tertiary	no	4152	yes	no	cellular	1	oct	67	6	141	13	failure	no
29613	30	admin.	divorced	secondary	no	891	no	no	cellular	15	may	340	2	368	1	failure	no
12032	41	blue-collar	married	unknown	no	2361	no	no	cellular	14	may	91	1	-1	0	unknown	no
5434	31	services	married	secondary	no	203	no	no	cellular	9	jul	359	1	-1	0	unknown	no
9447	37	blue-collar	divorced	secondary	no	614	yes	no	unknown	20	may	185	1	-1	0	unknown	no
15970	52	technician	married	secondary	no	1	no	no	cellular	29	jan	189	1	248	6	other	no
10539	49	technician	married	secondary	no	1982	yes	yes	cellular	22	aug	73	15	-1	0	unknown	no
41827	31	student	single	tertiary	no	2030	yes	no	cellular	14	may	168	2	351	2	failure	no
11458	42	management	single	secondary	no	9720	no	no	cellular	5	aug	81	2	-1	0	unknown	no
24879	32	management	married	tertiary	no	141	no	no	cellular	2	feb	64	2	-1	0	unknown	no
14985	35	technician	single	tertiary	no	272	no	no	cellular	11	aug	86	2	-1	0	unknown	no
7557	24	admin.	single	secondary	no	507	yes	no	unknown	13	may	210	3	-1	0	unknown	no
23902	36	management	married	primary	no	22856	no	no	unknown	9	jun	1098	1	-1	0	unknown	no
42498	31	management	married	tertiary	no	141	yes	no	cellular	4	feb	572	2	238	7	other	yes
14165	30	blue-collar	married	secondary	no	0	no	yes	cellular	21	nov	718	1	-1	0	unknown	no
17233	58	blue-collar	married	secondary	no	371	no	no	cellular	22	aug	73	2	-1	0	unknown	no
16851	35	services	married	secondary	no	630	yes	no	cellular	2	feb	134	1	271	2	failure	no
39216	25	student	single	secondary	no	348	no	no	cellular	10	aug	245	1	-1	0	unknown	yes
29053	58	self-employed	married	primary	no	1013	yes	no	cellular	11	aug	206	1	461	1	failure	yes
44953	33	management	married	tertiary	no	0	no	no	cellular	21	aug	102	2	-1	0	unknown	no
5596	22	admin.	single	secondary	no	118	yes	no	unknown	16	may	270	1	-1	0	unknown	no
20468	52	technician	married	secondary	no	137	no	no	cellular	6	jul	227	2	-1	0	unknown	yes
20260	30	technician	single	secondary	no	363	yes	no	unknown	16	jun	136	8	-1	0	unknown	no
38541	33	blue-collar	married	secondary	no	331	yes	no	cellular	14	may	178	7	365	5	other	no
26125	47	technician	divorced	tertiary	no	8422	no	no	cellular	8	aug	200	4	-1	0	unknown	no
31831	33	technician	married	secondary	no	2044	yes	no	cellular	4	may	532	3	-1	0	unknown	yes
14772	25	blue-collar	single	secondary	no	-350	yes	no	unknown	23	jun	95	3	-1	0	unknown	no
8563	59	management	married	primary	no	2769	yes	no	cellular	19	nov	104	1	131	2	failure	no
19983	32	blue-collar	single	secondary	no	811	yes	no	cellular	14	may	563	1	-1	0	unknown	yes
15285	38	technician	married	secondary	no	1960	yes	no	cellular	21	aug	161	2	-1	0	unknown	no
22801	57	blue-collar	married	primary	no	1236	no	no	unknown	18	jun	152	9	-1	0	unknown	no
32744	52	technician	married	secondary	no	1064	no	no	cellular	14	aug	106	2	-1	0	unknown	no
17453	34	blue-collar	married	primary	no	765	yes	no	unknown	3	jun	111	7	-1	0	unknown	no
43538	51	entrepreneur	married	unknown	no	29	yes	no	cellular	24	jul	162	1	-1	0	unknown	no
9906	43	blue-collar	married	secondary	no	408	yes	no	unknown	14	sep	6	1	838	3	other	no
6627	34	management	married	tertiary	no	2032	no	no	cellular	28	aug	103	12	-1	0	unknown	no
10592	24	admin.	single	secondary	no	1019	yes	no	unknown	19	may	99	26	-1	0	unknown	no
3484	34	management	married	tertiary	no	3167	yes	yes	cellular	21	nov	152	1	-1	0	unknown	no
42091	35	management	single	tertiary	no	620	yes	no	cellular	17	apr	57	2	-1	0	unknown	no
9563	31	admin.	single	secondary	no	476	no	no	cellular	9	feb	284	2	-1	0	unknown	no
20941	52	unemployed	married	secondary	no	94	no	no	cellular	4	may	223	9	4	1	success	no
23530	35	services	married	secondary	no	629	no	yes	cellular	8	jul	518	2	-1	0	unknown	no
37905	59	blue-collar	married	secondary	no	410	yes	no	cellular	2	feb	136	1	-1	0	unknown	no
22439	37	blue-collar	married	primary	no	3574	yes	no	cellular	19	nov	178	1	170	2	failure	no
15058	49	blue-collar	divorced	primary	no	1280	no	yes	cellular	12	aug	144	2	-1	0	unknown	no
10572	41	technician	single	tertiary	no	159	no	no	cellular	18	nov	164	1	-1	0	unknown	no
36727	32	services	married	unknown	no	23	no	no	cellular	11	jul	425	2	-1	0	unknown	no
23046	48	blue-collar	married	primary	no	346	yes	no	cellular	20	apr	188	1	-1	0	unknown	no
27943	36	blue-collar	married	secondary	no	0	no	no	unknown	5	jun	174	1	-1	0	unknown	no
16156	57	housemaid	married	secondary	no	992	no	no	unknown	9	jun	329	3	-1	0	unknown	no
14551	79	retired	married	primary	no	1058	no	no	telephone	17	may	564	5	-1	0	unknown	no
8769	52	housemaid	married	secondary	no	234	no	no	cellular	20	nov	208	1	-1	0	unknown	no
15123	28	technician	single	tertiary	no	4513	yes	no	unknown	27	may	167	3	-1	0	unknown	no
45021	47	management	married	primary	no	1222	yes	no	unknown	8	may	28	3	-1	0	unknown	no
12452	45	services	married	secondary	no	0	no	no	cellular	11	jul	106	2	-1	0	unknown	no
11117	37	technician	married	secondary	no	277	yes	no	cellular	4	feb	244	2	-1	0	unknown	no
11476	34	admin.	married	secondary	no	393	yes	no	cellular	18	may	222	4	355	1	failure	no
10110	44	services	married	secondary	no	382	no	no	unknown	5	jun	1167	1	-1	0	unknown	no
22961	50	services	married	primary	no	1132	yes	no	unknown	29	may	117	1	-1	0	unknown	no
38015	45	blue-collar	married	primary	no	147	yes	no	cellular	18	nov	226	1	168	2	failure	no
3221	32	management	single	tertiary	no	1010	no	no	cellular	7	aug	67	2	-1	0	unknown	no
14994	35	unemployed	single	secondary	no	221	no	no	cellular	29	jan	374	1	-1	0	unknown	no
42417	47	admin.	married	secondary	no	663	yes	yes	cellular	12	may	409	1	274	6	other	yes
29875	32	services	married	secondary	no	206	yes	yes	unknown	12	may	370	1	-1	0	unknown	no
25683	31	management	married	tertiary	no	804	no	no	cellular	28	jan	146	1	-1	0	unknown	no
42839	70	retired	divorced	secondary	no	4572	no	no	cellular	8	jul	173	11	162	5	failure	no
25478	34	entrepreneur	divorced	tertiary	no	338	yes	no	unknown	9	may	162	2	-1	0	unknown	no
22088	48	blue-collar	married	secondary	no	1730	yes	no	cellular	10	aug	158	1	102	1	success	no
14824	53	blue-collar	married	primary	no	95	yes	no	unknown	29	may	53	3	-1	0	unknown	no
9526	51	unemployed	married	primary	no	0	no	no	unknown	5	jun	23	2	-1	0	unknown	no
17306	39	services	married	secondary	no	702	yes	no	cellular	8	apr	303	1	300	1	failure	no
29985	75	retired	divorced	secondary	no	2199	no	no	telephone	13	nov	137	1	-1	0	unknown	no
12979	52	blue-collar	married	primary	no	126	no	no	unknown	23	may	93	4	-1	0	unknown	no
5594	22	blue-collar	single	primary	no	3198	yes	no	unknown	28	may	109	2	-1	0	unknown	no
20535	25	admin.	married	secondary	no	16	yes	no	unknown	16	may	129	1	-1	0	unknown	no
40250	54	technician	divorced	secondary	no	136	no	yes	cellular	10	jul	151	4	-1	0	unknown	no
32701	40	admin.	single	secondary	no	2378	yes	no	unknown	2	jun	65	1	-1	0	unknown	no
40483	37	blue-collar	single	secondary	no	263	no	no	cellular	11	jul	143	2	-1	0	unknown	no
11771	53	services	married	unknown	no	257	yes	no	unknown	5	may	209	2	-1	0	unknown	no
39095	47	admin.	married	secondary	no	2152	no	no	cellular	2	feb	138	1	-1	0	unknown	no
23342	30	management	single	tertiary	no	2900	no	no	cellular	8	aug	147	2	-1	0	unknown	no
42469	39	blue-collar	married	secondary	no	293	yes	no	unknown	23	may	160	3	-1	0	unknown	no
32528	31	management	married	tertiary	no	183	yes	yes	cellular	14	may	46	3	-1	0	unknown	no
26997	33	management	single	secondary	no	99	yes	no	unknown	26	may	160	11	-1	0	unknown	no
14405	38	blue-collar	married	secondary	no	99	no	no	telephone	29	jan	191	2	-1	0	unknown	no
19429	34	entrepreneur	married	unknown	no	-506	no	no	cellular	29	aug	19	16	-1	0	unknown	no
4861	29	management	single	tertiary	no	697	no	no	cellular	30	apr	365	1	85	1	success	yes
14119	32	services	divorced	secondary	no	1156	yes	no	cellular	19	nov	81	1	182	1	failure	no
